міндетінен	міндет:ROOT/і:MORPH/нен:MORPH
оның	о:ROOT/ның:MORPH
бірінен	бір:ROOT/і:MORPH/нен:MORPH
арасындағы	ара:ROOT/сы:MORPH/н:MORPH/дағы:MORPH
десек	де:ROOT/се:MORPH/к:MORPH
Локктың	Локк:ROOT/тың:MORPH
тіпті	тіпті:ROOT
бөлігі	бөліг:ROOT/і:MORPH
шығып	шығ:ROOT/ып:MORPH
болмайтын	бол:ROOT/ма:MORPH/йтын:MORPH
тиеді	ти:ROOT/е:MORPH/ді:MORPH
Локктың	Локк:ROOT/тың:MORPH
оны	о:ROOT/ны:MORPH
екеуінің	еке:ROOT/у:MORPH/і:MORPH/нің:MORPH
мәнінде	мән:ROOT/і:MORPH/н:MORPH/де:MORPH
қосады	қос:ROOT/а:MORPH/ды:MORPH
зерттеуін	зерт:ROOT/те:MORPH/у:MORPH/і:MORPH/н:MORPH
Федр	Федр:ROOT
басқаша	басқа:ROOT/ша:MORPH
туралы	туралы:ROOT
Бұл	Бұл:ROOT
ойын	ой:ROOT/ы:MORPH/н:MORPH
мысалы	мысал:ROOT/ы:MORPH
ойын	ой:ROOT/ы:MORPH/н:MORPH
телігенінен	телі:ROOT/ген:MORPH/і:MORPH/нен:MORPH
Сонымен	Соны:ROOT/мен:MORPH
әсерлі	әсер:ROOT/лі:MORPH
ұзаққа	ұзаққа:ROOT
замандастары	заман:ROOT/дас:MORPH/тар:MORPH/ы:MORPH
Локкты	Локк:ROOT/ты:MORPH
бөлімде	бөлім:ROOT/де:MORPH
пайымдау	пайым:ROOT/да:MORPH/у:MORPH
болмысы	болмыс:ROOT/ы:MORPH
зор	зор:ROOT
екі	екі:ROOT
анықтамалардан	анық:ROOT/тама:MORPH/лар:MORPH/дан:MORPH
түсінеді	түсін:ROOT/е:MORPH/ді:MORPH
Симпозиумдағы	Симпозиум:ROOT/да:MORPH/ғы:MORPH
жақсы	жақсы:ROOT
есептелген	есеп:ROOT/те:MORPH/л:MORPH/ген:MORPH
ортасы	орта:ROOT/сы:MORPH
өрескел	өрес:ROOT/кел:MORPH
философиялық	философия:ROOT/лық:MORPH
қатысты	қатыс:ROOT/ты:MORPH
қолындағы	қол:ROOT/ы:MORPH/н:MORPH/да:MORPH/ғы:MORPH
баяндаған	баян:ROOT/да:MORPH/ған:MORPH
алуан	алуан:ROOT
қалаған	қала:ROOT/ған:MORPH
Екеуінің	Ек:ROOT/еу:MORPH/і:MORPH/нің:MORPH
пыстырарлық	пыс:ROOT/тыр:MORPH/ар:MORPH/лық:MORPH
мына	мына:ROOT
келеді	кел:ROOT/е:MORPH/ді:MORPH
сонымен	со:ROOT/ны:MORPH/мен:MORPH
VI	VI:ROOT
болса	бол:ROOT/са:MORPH
саналатын	сана:ROOT/л:MORPH/атын:MORPH
айналысады	айнал:ROOT/ыс:MORPH/а:MORPH/ды:MORPH
терең	терең:ROOT
түрі	түр:ROOT/і:MORPH
үнемі	үнемі:ROOT
меңгеру	меңгер:ROOT/у:MORPH
болжалсыз	болжал:ROOT/сыз:MORPH
ұсынады	ұсын:ROOT/а:MORPH/ды:MORPH
теңдессіз	теңдес:ROOT/сіз:MORPH
Гоббс	Гоббс:ROOT
тұтпағаны	тұт:ROOT/па:MORPH/ған:MORPH/ы:MORPH
шығармаларға	шығ:ROOT/ар:MORPH/ма:MORPH/лар:MORPH/ға:MORPH
шығады	шығ:ROOT/а:MORPH/ды:MORPH
деп	деп:ROOT
мәнінде	мән:ROOT/і:MORPH/н:MORPH/де:MORPH
арнаға	арна:ROOT/ға:MORPH
сынға	сын:ROOT/ға:MORPH
әртүрлі	әр:ROOT/түр:MORPH/лі:MORPH
орнату	орнат:ROOT/у:MORPH
қолданушы	қол:ROOT/дан:MORPH/у:MORPH/шы:MORPH
бар	бар:ROOT
басының	бас:ROOT/ы:MORPH/ның:MORPH
тең	тең:ROOT
сөз	сөз:ROOT
жазылған	жазыл:ROOT/ған:MORPH
Оның	О:ROOT/ның:MORPH
немесе	немесе:ROOT
Оқырман	Оқыр:ROOT/ман:MORPH
бола	бол:ROOT/а:MORPH
соғыс	соғыс:ROOT
шығады	шығ:ROOT/а:MORPH/ды:MORPH
дегенмен	де:ROOT/ген:MORPH/мен:MORPH
сыни	сын:ROOT/и:MORPH
шешімі	шешім:ROOT/і:MORPH
ант	ант:ROOT
қанша	қанша:ROOT
екеніне	е:ROOT/кен:MORPH/і:MORPH/не:MORPH
толғаныстардан	толғаныс:ROOT/тар:MORPH/дан:MORPH
құрайды	құра:ROOT/й:MORPH/ды:MORPH
сублимацияда	сублимация:ROOT/да:MORPH
XVII	XVII:ROOT
пайымдарымыз	пайым:ROOT/дар:MORPH/ымыз:MORPH
тікелей	тіке:ROOT/лей:MORPH
қарағанда	қара:ROOT/ған:MORPH/да:MORPH
Алайда	Алайда:ROOT
жағынан	жағ:ROOT/ы:MORPH/нан:MORPH
сылдыраған	сылдыр:ROOT/а:MORPH/ған:MORPH
жағдайларға	жағдай:ROOT/лар:MORPH/ға:MORPH
уайымқайғының	уайымқайғы:ROOT/ның:MORPH
үшін	үшін:ROOT
теориясын	теория:ROOT/сы:MORPH/н:MORPH
Сондықтан	Сондықтан:ROOT
мысалдарында	мысал:ROOT/дар:MORPH/ы:MORPH/н:MORPH/да:MORPH
үндестігі	үндес:ROOT/тіг:MORPH/і:MORPH
көрінеді	көрін:ROOT/е:MORPH/ді:MORPH
және	және:ROOT
жартылары	жарты:ROOT/лар:MORPH/ы:MORPH
пайым	пайым:ROOT
не	не:ROOT
айналысады	айнал:ROOT/ыс:MORPH/а:MORPH/ды:MORPH
кез	кез:ROOT
шықпайды	шық:ROOT/па:MORPH/й:MORPH/ды:MORPH
діңгегі	діңге:ROOT/гі:MORPH
махаббатқа	махаббат:ROOT/қа:MORPH
қызу	қызу:ROOT
өмірлік	өмір:ROOT/лік:MORPH
береді	бер:ROOT/е:MORPH/ді:MORPH
ұстанады	ұста:ROOT/н:MORPH/а:MORPH/ды:MORPH
теориясын	теория:ROOT/сы:MORPH/н:MORPH
қатысты	қатысты:ROOT
және	және:ROOT
Локк	Локк:ROOT
айтып	айт:ROOT/ып:MORPH
иесінің	ие:ROOT/сі:MORPH/нің:MORPH
сократтық	сократ:ROOT/тық:MORPH
орны	ор:ROOT/ны:MORPH
замандастарын	заман:ROOT/дас:MORPH/тар:MORPH/ын:MORPH
терминдерді	термин:ROOT/дер:MORPH/ді:MORPH
философ	философ:ROOT
қалап	қала:ROOT/п:MORPH
Сократты	Сократ:ROOT/ты:MORPH
Гоббс	Гоббс:ROOT
туралы	туралы:ROOT
оның	о:ROOT/ның:MORPH
Левиафанның	Левиафан:ROOT/ның:MORPH
мәніне	мән:ROOT/і:MORPH/не:MORPH
Аристотель	Аристотель:ROOT
ұқсастығын	ұқсас:ROOT/тығ:MORPH/ы:MORPH/н:MORPH
лорд	лорд:ROOT
және	және:ROOT
Бірақ	Бірақ:ROOT
бола	бол:ROOT/а:MORPH
бірге	бір:ROOT/ге:MORPH
Заманауи	Заман:ROOT/ау:MORPH/и:MORPH
бірден	бір:ROOT/ден:MORPH
Платонның	Платон:ROOT/ның:MORPH
бұл	бұл:ROOT
сол	сол:ROOT
Лаэрттік	Лаэрт:ROOT/тік:MORPH
бар	бар:ROOT
белгілі	белгі:ROOT/лі:MORPH
сөзді	сөз:ROOT/ді:MORPH
терең	терең:ROOT
пайда	пайда:ROOT
бұрынғы	бұрын:ROOT/ғы:MORPH
Купермен	Купер:ROOT/мен:MORPH
пікірдің	пікір:ROOT/дің:MORPH
Суверен	Суверен:ROOT
Осы	Осы:ROOT
сөзін	сөз:ROOT/ін:MORPH
этиканы	этика:ROOT/ны:MORPH
айырылғанда	айыр:ROOT/ыл:MORPH/ған:MORPH/да:MORPH
қалауынан	қала:ROOT/у:MORPH/ы:MORPH/нан:MORPH
Платон	Платон:ROOT
үшін	үшін:ROOT
танытқанына	таны:ROOT/т:MORPH/қан:MORPH/ы:MORPH/на:MORPH
өзінің	өз:ROOT/і:MORPH/нің:MORPH
түрде	түр:ROOT/де:MORPH
тұжырымдайды	тұжырым:ROOT/да:MORPH/й:MORPH/ды:MORPH
power	power:ROOT
Декарттың	Декарт:ROOT/тың:MORPH
асуының	ас:ROOT/у:MORPH/ы:MORPH/ның:MORPH
мен	мен:ROOT
қатысты	қатыс:ROOT/ты:MORPH
арасында	арас:ROOT/ын:MORPH/да:MORPH
болмаса	бол:ROOT/ма:MORPH/са:MORPH
отырып	отыр:ROOT/ып:MORPH
айтуға	айт:ROOT/у:MORPH/ға:MORPH
айналдырады	айнал:ROOT/дыр:MORPH/а:MORPH/ды:MORPH
қатысты	қатыс:ROOT/ты:MORPH
түсіндіріледі	түсін:ROOT/дір:MORPH/іл:MORPH/е:MORPH/ді:MORPH
Содан	Со:ROOT/дан:MORPH
жүйесінің	жүйе:ROOT/сі:MORPH/нің:MORPH
жылғы	жыл:ROOT/ғы:MORPH
Әңгімеге	Әңгіме:ROOT/ге:MORPH
адамдардың	адам:ROOT/дар:MORPH/дың:MORPH
Аполлодор	Аполлодор:ROOT
кәміл	кәміл:ROOT
төзімді	төз:ROOT/ім:MORPH/ді:MORPH
өзінің	өз:ROOT/і:MORPH/нің:MORPH
топ	топ:ROOT
мылжың	мылжың:ROOT
тұтаса	тұтас:ROOT/а:MORPH
идеяны	идея:ROOT/ны:MORPH
береді	бер:ROOT/е:MORPH/ді:MORPH
бөлінген	бөл:ROOT/ін:MORPH/ген:MORPH
Амстердамда	Амстердам:ROOT/да:MORPH
ақылойдың	ақылой:ROOT/дың:MORPH
қалған	қал:ROOT/ған:MORPH
сөз	сөз:ROOT
жерден	жер:ROOT/ден:MORPH
өзінің	өз:ROOT/і:MORPH/нің:MORPH
Осы	Осы:ROOT
көзқарастарды	көз:ROOT/қара:MORPH/с:MORPH/тар:MORPH/ды:MORPH
тұрмауы	тұр:ROOT/ма:MORPH/у:MORPH/ы:MORPH
әр	әр:ROOT
қазынасы	қазына:ROOT/сы:MORPH
мұратынан	мұрат:ROOT/ы:MORPH/нан:MORPH
Кедейлік	Кедей:ROOT/лік:MORPH
десек	де:ROOT/се:MORPH/к:MORPH
екенін	е:ROOT/кен:MORPH/і:MORPH/н:MORPH
кіргізіп	кір:ROOT/гіз:MORPH/іп:MORPH
Өкінішке	Өкініш:ROOT/ке:MORPH
батырды	батыр:ROOT/ды:MORPH
Декарт	Декарт:ROOT
жөніндегі	жөн:ROOT/і:MORPH/н:MORPH/де:MORPH/гі:MORPH
әкетеді	әкет:ROOT/е:MORPH/ді:MORPH
әрқилы	әрқилы:ROOT
жөн	жөн:ROOT
Шарт	Шарт:ROOT
іспеттес	іспет:ROOT/тес:MORPH
өзіндеақ	өзін:ROOT/деақ:MORPH
ашады	аш:ROOT/а:MORPH/ды:MORPH
деп	де:ROOT/п:MORPH
жоқ	жоқ:ROOT
Бұл	Бұл:ROOT
пікірталастағы	пікір:ROOT/талас:MORPH/та:MORPH/ғы:MORPH
ғылымның	ғылым:ROOT/ның:MORPH
саяхатқа	саяхат:ROOT/қа:MORPH
Осы	Осы:ROOT
Мінәжаттың	Мінәжат:ROOT/тың:MORPH
күрес	күрес:ROOT
болжалдың	болжал:ROOT/дың:MORPH
атпен	ат:ROOT/пен:MORPH
ғылымға	ғылым:ROOT/ға:MORPH
тіршілік	тір:ROOT/шілік:MORPH
шауып	ша:ROOT/у:MORPH/ып:MORPH
Сократпен	Сократ:ROOT/пен:MORPH
Алайда	Алайда:ROOT
пікірталас	пікір:ROOT/талас:MORPH
үлгісі	үлгі:ROOT/сі:MORPH
ахуал	ахуал:ROOT
баламасы	балама:ROOT/сы:MORPH
ашуға	аш:ROOT/у:MORPH/ға:MORPH
қолданады	қол:ROOT/дан:MORPH/а:MORPH/ды:MORPH
басқа	басқа:ROOT
ақиқатты	ақиқат:ROOT/ты:MORPH
Шатле	Шатле:ROOT
алады	ал:ROOT/а:MORPH/ды:MORPH
Эриксимахты	Эриксимах:ROOT/ты:MORPH
тынымсыз	тыным:ROOT/сыз:MORPH
өсу	өс:ROOT/у:MORPH
пен	пен:ROOT
емес	е:ROOT/мес:MORPH
мифке	миф:ROOT/ке:MORPH
Шындығында	Шын:ROOT/дығ:MORPH/ы:MORPH/н:MORPH/да:MORPH
арасындағы	ара:ROOT/сы:MORPH/н:MORPH/да:MORPH/ғы:MORPH
жаратылыс	жарат:ROOT/ыл:MORPH/ыс:MORPH
қатар	қатар:ROOT
Сократ	Сократ:ROOT
түсетін	түс:ROOT/етін:MORPH
қабілеті	қабілет:ROOT/і:MORPH
бір	бір:ROOT
яғни	яғни:ROOT
оның	о:ROOT/ның:MORPH
әтектікке	әтек:ROOT/тік:MORPH/ке:MORPH
Симпозиум	Симпозиум:ROOT
болмысында	бол:ROOT/мыс:MORPH/ы:MORPH/н:MORPH/да:MORPH
әзелгі	әзел:ROOT/гі:MORPH
Азаматтық	Азамат:ROOT/тық:MORPH
дөрекі	дөре:ROOT/кі:MORPH
бойында	бой:ROOT/ы:MORPH/н:MORPH/да:MORPH
адам	адам:ROOT
тұжырымдайды	тұжырым:ROOT/да:MORPH/й:MORPH/ды:MORPH
Лейбниц	Лейбниц:ROOT
тақырыпты	тақырып:ROOT/ты:MORPH
дүниеге	дүние:ROOT/ге:MORPH
кездеседі	кездес:ROOT/е:MORPH/ді:MORPH
Оның	О:ROOT/ның:MORPH
барлық	барлық:ROOT
шөліркеуіне	шөліркеу:ROOT/і:MORPH/не:MORPH
ауылына	ауыл:ROOT/ы:MORPH/на:MORPH
сүйіспеншілікке	сүй:ROOT/іс:MORPH/пен:MORPH/шілік:MORPH/ке:MORPH
қарамақайшылықтарды	қарамақайшы:ROOT/лық:MORPH/тар:MORPH/ды:MORPH
идеялар	идея:ROOT/лар:MORPH
ізбасарымын	ізбасар:ROOT/ы:MORPH/мын:MORPH
дейін	дейін:ROOT
естуге	есту:ROOT/ге:MORPH
жазды	жаз:ROOT/ды:MORPH
қарекет	қарекет:ROOT
қағазға	қағаз:ROOT/ға:MORPH
диалогтары	диалог:ROOT/тар:MORPH/ы:MORPH
тәжірибелік	тәжірибе:ROOT/лік:MORPH
Ұлы	Ұлы:ROOT
де	де:ROOT
алайда	алайда:ROOT
Әңгімеге	Әңгіме:ROOT/ге:MORPH
жаны	жан:ROOT/ы:MORPH
кейбір	кейбір:ROOT
бөлім	бөл:ROOT/ім:MORPH
сұлу	сұлу:ROOT
Дегенмен	Де:ROOT/ген:MORPH/мен:MORPH
отырып	отыр:ROOT/ып:MORPH
идеялар	идея:ROOT/лар:MORPH
аяқтағаннан	аяқ:ROOT/та:MORPH/ған:MORPH/нан:MORPH
мәнін	мән:ROOT/і:MORPH/н:MORPH
және	және:ROOT
оны	о:ROOT/ны:MORPH
және	және:ROOT
туабітті	туабіт:ROOT/ті:MORPH
үшін	үшін:ROOT
тұрғысынан	тұрғыс:ROOT/ы:MORPH/нан:MORPH
Федоннан	Федон:ROOT/нан:MORPH
ұшырайтын	ұш:ROOT/ыра:MORPH/йтын:MORPH
жан	жан:ROOT
ұқсастығын	ұқсас:ROOT/тығ:MORPH/ы:MORPH/н:MORPH
өзгертуді	өзгер:ROOT/т:MORPH/у:MORPH/ді:MORPH
түскен	түс:ROOT/кен:MORPH
Декарттың	Декарт:ROOT/тың:MORPH
адамның	адам:ROOT/ның:MORPH
бірге	бір:ROOT/ге:MORPH
алмайтын	ал:ROOT/ма:MORPH/йтын:MORPH
талқылауға	талқы:ROOT/ла:MORPH/у:MORPH/ға:MORPH
босандырып	босан:ROOT/дыр:MORPH/ып:MORPH
әйеліне	әйел:ROOT/і:MORPH/не:MORPH
пайымдалса	пайым:ROOT/да:MORPH/л:MORPH/са:MORPH
еді	е:ROOT/ді:MORPH
біздің	біз:ROOT/дің:MORPH
барлық	бар:ROOT/лық:MORPH
түшкіруді	түшкір:ROOT/у:MORPH/ді:MORPH
арқылы	арқылы:ROOT
жетудің	жет:ROOT/у:MORPH/дің:MORPH
тұрғысынан	тұрғы:ROOT/сы:MORPH/нан:MORPH
қойысымен	қой:ROOT/ы:MORPH/сы:MORPH/мен:MORPH
заңмен	заң:ROOT/мен:MORPH
жоғары	жоғары:ROOT
Диалог	Диалог:ROOT
ғашықтық	ғашық:ROOT/тық:MORPH
пікірталасқа	пікір:ROOT/талас:MORPH/қа:MORPH
бұл	бұл:ROOT
мағынасына	мағына:ROOT/сы:MORPH/на:MORPH
Табиғи	Табиғ:ROOT/и:MORPH
қақтығысы	қақтығыс:ROOT/ы:MORPH
һәм	һәм:ROOT
Құдай	Құдай:ROOT
тас	тас:ROOT
тұр	тұр:ROOT
түсіндірумен	түсін:ROOT/дір:MORPH/у:MORPH/мен:MORPH
салыстырғанда	салыс:ROOT/тыр:MORPH/ған:MORPH/да:MORPH
мысалы	мысалы:ROOT
сұраққа	сұрақ:ROOT/қа:MORPH
шықты	шық:ROOT/ты:MORPH
билік	би:ROOT/лік:MORPH
бір	бір:ROOT
соң	соң:ROOT
қарапайым	қарапайым:ROOT
шығармашылығындағы	шығ:ROOT/ар:MORPH/ма:MORPH/шылығ:MORPH/ы:MORPH/н:MORPH/да:MORPH/ғы:MORPH
айтуын	айт:ROOT/у:MORPH/ы:MORPH/н:MORPH
мемлекеттің	мемлекет:ROOT/тің:MORPH
бермейді	бер:ROOT/ме:MORPH/й:MORPH/ді:MORPH
назарын	назар:ROOT/ы:MORPH/н:MORPH
Зевстің	Зевс:ROOT/тің:MORPH
шығарманың	шығ:ROOT/ар:MORPH/ма:MORPH/ның:MORPH
Шындығында	Шын:ROOT/дығ:MORPH/ы:MORPH/н:MORPH/да:MORPH
орынсыз	орын:ROOT/сыз:MORPH
сөз	сөз:ROOT
мен	мен:ROOT
ескерткеніндей	ескер:ROOT/т:MORPH/кен:MORPH/і:MORPH/н:MORPH/дей:MORPH
ортақ	ортақ:ROOT
себептері	себеп:ROOT/тер:MORPH/і:MORPH
оның	о:ROOT/ның:MORPH
жарықтың	жарық:ROOT/тың:MORPH
бар	бар:ROOT
талпынған	талп:ROOT/ын:MORPH/ған:MORPH
пен	пен:ROOT
болмысын	бол:ROOT/мыс:MORPH/ын:MORPH
ұғуға	ұғ:ROOT/у:MORPH/ға:MORPH
дейін	дейін:ROOT
бірыңғай	бір:ROOT/ың:MORPH/ғай:MORPH
философ	философ:ROOT
да	да:ROOT
қоғамдық	қоғамдық:ROOT
айналдыра	айнал:ROOT/дыр:MORPH/а:MORPH
алдын	алдын:ROOT
қарсы	қарсы:ROOT
шықпай	шық:ROOT/па:MORPH/й:MORPH
міндетті	міндет:ROOT/ті:MORPH
пен	пен:ROOT
Сырқатынан	Сырқат:ROOT/ы:MORPH/нан:MORPH
шешкен	шеш:ROOT/кен:MORPH
тәсілі	тәсілі:ROOT
әңгімелейді	әңгімеле:ROOT/й:MORPH/ді:MORPH
қисық	қисық:ROOT
тағы	тағы:ROOT
жылға	жыл:ROOT/ға:MORPH
Санадағы	Сана:ROOT/да:MORPH/ғы:MORPH
ол	ол:ROOT
жайындағы	жай:ROOT/ы:MORPH/н:MORPH/да:MORPH/ғы:MORPH
күрделі	күрделі:ROOT
түсінетін	түс:ROOT/ін:MORPH/етін:MORPH
Өйткені	Өйткені:ROOT
ауру	ауру:ROOT
Геометрияда	Геометрия:ROOT/да:MORPH
тереңірек	терең:ROOT/ірек:MORPH
нақты	нақты:ROOT
қалыптастыруға	қалыптастыр:ROOT/у:MORPH/ға:MORPH
Оның	О:ROOT/ның:MORPH
хатхабар	хатхабар:ROOT
іс	іс:ROOT
шын	шын:ROOT
шығармасының	шығ:ROOT/ар:MORPH/ма:MORPH/сы:MORPH/ның:MORPH
табиғаттың	табиғат:ROOT/тың:MORPH
қандай	қандай:ROOT
Музыка	Музыка:ROOT
деген	де:ROOT/ген:MORPH
Марен	Марен:ROOT
осы	осы:ROOT
әдебиетінен	әдебиет:ROOT/і:MORPH/нен:MORPH
аяғы	аяғ:ROOT/ы:MORPH
келіскеннен	келіс:ROOT/кен:MORPH/нен:MORPH
жеріне	жер:ROOT/і:MORPH/не:MORPH
аударылған	аудар:ROOT/ыл:MORPH/ған:MORPH
символдық	символ:ROOT/дық:MORPH
әңгімелейді	әңгіме:ROOT/ле:MORPH/й:MORPH/ді:MORPH
теориялық	теория:ROOT/лық:MORPH
деп	де:ROOT/п:MORPH
мақтан	мақта:ROOT/н:MORPH
дегенмен	дегенмен:ROOT
бар	бар:ROOT
идеялар	идея:ROOT/лар:MORPH
мүмкін	мүмкін:ROOT
шығармасының	шығ:ROOT/ар:MORPH/ма:MORPH/сы:MORPH/ның:MORPH
Заңдар	Заңдар:ROOT
қарамастан	қара:ROOT/мас:MORPH/тан:MORPH
теориялық	теория:ROOT/лық:MORPH
өз	өз:ROOT
жүйенің	жүйе:ROOT/нің:MORPH
Әділдіктің	Әділ:ROOT/дік:MORPH/тің:MORPH
парасаттылық	парасат:ROOT/ты:MORPH/лық:MORPH
жердің	жер:ROOT/дің:MORPH
байланысты	байла:ROOT/ныс:MORPH/ты:MORPH
қуаттайтын	қуат:ROOT/та:MORPH/йтын:MORPH
